record_id;redcap_repeat_instrument;redcap_repeat_instance;form_1_complete;wearlog_type;wearlog_event;wearlog_off;reason;wearlog_on;wearlog_bed;radius;wearlog_bag;wearlog_place;wearlog_motion;wearlog_past;wearlog_bp;wearlog_past_off;wearlog_past_on;wearlog_past_sleep;radius_past_time;radius_past;radius_past_back;wearlog_past_bag;wearlog_past_location;wearlog_past_motion;uuid;startdate;enddate;scheduledate;status;supplementaldata;serializedresult;wear_log_complete
008;wear_log;50;;1;;;;;;;;;;1;0;;"2024-07-15 07:45";;;;;;;;6361A710-4291-11EF-B4EF-FFFC22BDC17E;"2024-07-15 12:02:47";"2024-07-15 12:03:11";;1;"{    ""devicemanufacturer"": ""samsung"",    ""deviceuuid"": ""UP1A.231005.007"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""percentComplete"": ""20"",    ""syncdate"": ""2024-07-15 12:03:11"",    ""utcTime"": ""2024-07-15 10:02:47.680978Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""7"",    ""devicemodel"": ""SM-S908B""  }";result.zip;0
008;wear_log;49;;1;;;;;;;;;;2;1;;;"2024-07-15 01:00";;;;;;;32F171F0-4291-11EF-B4EF-FFFC22BDC17E;"2024-07-15 12:01:26";"2024-07-15 12:01:49";;1;"{    ""devicemanufacturer"": ""samsung"",    ""deviceuuid"": ""UP1A.231005.007"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""percentComplete"": ""20"",    ""syncdate"": ""2024-07-15 12:01:50"",    ""utcTime"": ""2024-07-15 10:01:26.415477Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""7"",    ""devicemodel"": ""SM-S908B""  }";result.zip;0
008;wear_log;48;;1;;;;;;;;;;1;0;;"2024-07-13 23:30";;;;;;;;F19185D0-428E-11EF-B4EF-FFFC22BDC17E;"2024-07-15 11:45:17";"2024-07-15 11:46:25";;1;"{    ""devicemanufacturer"": ""samsung"",    ""deviceuuid"": ""UP1A.231005.007"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""percentComplete"": ""20"",    ""syncdate"": ""2024-07-15 11:46:25"",    ""utcTime"": ""2024-07-15 09:45:17.741190Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""7"",    ""devicemodel"": ""SM-S908B""  }";result.zip;0
008;wear_log;47;;0;6;;;;;;;;;;;;;;;;;;;;69A70470-428D-11EF-B4EF-FFFC22BDC17E;"2024-07-15 11:34:20";"2024-07-15 11:34:32";;1;"{    ""devicemanufacturer"": ""samsung"",    ""deviceuuid"": ""UP1A.231005.007"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""percentComplete"": ""10"",    ""syncdate"": ""2024-07-15 11:34:33"",    ""utcTime"": ""2024-07-15 09:34:20.215804Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""7"",    ""devicemodel"": ""SM-S908B""  }";result.zip;0
008;wear_log;46;;0;1;;;"2024-07-15 00:00";;;;;;;;;;;;;;;;;8C5EE4A0-422F-11EF-80EE-ABFE76E4716A;"2024-07-15 00:22:25";"2024-07-15 00:22:43";;1;"{    ""devicemanufacturer"": ""samsung"",    ""deviceuuid"": ""UP1A.231005.007"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-07-15 00:22:44"",    ""utcTime"": ""2024-07-14 22:22:25.770485Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""7"",    ""devicemodel"": ""SM-S908B""  }";result.zip;0
008;wear_log;45;;1;;;;;;;;;;1;1;;"2024-07-14 20:20";;;;;;;;AC702550-4212-11EF-9824-6DB26C10E92F;"2024-07-14 20:55:44";"2024-07-14 20:56:03";;1;"{    ""devicemanufacturer"": ""samsung"",    ""deviceuuid"": ""UP1A.231005.007"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""percentComplete"": ""20"",    ""syncdate"": ""2024-07-14 20:56:03"",    ""utcTime"": ""2024-07-14 18:55:44.165769Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""7"",    ""devicemodel"": ""SM-S908B""  }";result.zip;0
008;wear_log;44;;0;0;"2024-07-14 20:25";0;;;;1;;0;;;;;;;;;;;;0B8C9540-420F-11EF-9824-6DB26C10E92F;"2024-07-14 20:29:45";"2024-07-14 20:30:13";;1;"{    ""devicemanufacturer"": ""samsung"",    ""deviceuuid"": ""UP1A.231005.007"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""percentComplete"": ""29"",    ""syncdate"": ""2024-07-14 20:30:13"",    ""utcTime"": ""2024-07-14 18:29:45.747738Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""7"",    ""devicemodel"": ""SM-S908B""  }";result.zip;0
008;wear_log;43;;0;1;;;"2024-07-14 19:32";;;;;;;;;;;;;;;;;FB9A4350-4207-11EF-9941-0B343C3F0E21;"2024-07-14 19:39:12";"2024-07-14 19:39:23";;1;"{    ""devicemanufacturer"": ""samsung"",    ""deviceuuid"": ""UP1A.231005.007"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-07-14 19:39:23"",    ""utcTime"": ""2024-07-14 17:39:12.517478Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""7"",    ""devicemodel"": ""SM-S908B""  }";result.zip;0
008;wear_log;42;;0;0;"2024-07-14 19:02";2;;;;1;;0;;;;;;;;;;;;C7DCAA30-4202-11EF-9941-0B343C3F0E21;"2024-07-14 19:01:58";"2024-07-14 19:02:11";;1;"{    ""devicemanufacturer"": ""samsung"",    ""deviceuuid"": ""UP1A.231005.007"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""percentComplete"": ""29"",    ""syncdate"": ""2024-07-14 19:02:11"",    ""utcTime"": ""2024-07-14 17:01:58.227591Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""7"",    ""devicemodel"": ""SM-S908B""  }";result.zip;0
008;wear_log;41;;1;;;;;;;;;;2;1;;;"2024-07-14 01:15";;;;;;;8061B9F0-41E1-11EF-B7E6-F122B048C1D9;"2024-07-14 15:03:44";"2024-07-14 15:04:29";;1;"{    ""devicemanufacturer"": ""samsung"",    ""deviceuuid"": ""UP1A.231005.007"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""percentComplete"": ""20"",    ""syncdate"": ""2024-07-14 15:04:30"",    ""utcTime"": ""2024-07-14 13:03:44.911687Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.9"",    ""configversion"": ""7"",    ""devicemodel"": ""SM-S908B""  }";result.zip;0
