record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,wear_log_timestamp,wearlog_type,wearlog_event,wearlog_off,reason,wearlog_on,wearlog_bed,radius,wearlog_bag,wearlog_place,wearlog_motion,wearlog_past,wearlog_bp,wearlog_past_off,wearlog_past_on,wearlog_past_sleep,radius_past_time,radius_past,radius_past_back,wearlog_past_bag,wearlog_past_location,wearlog_past_motion,uuid,startdate,enddate,scheduledate,status,supplementaldata,serializedresult,wear_log_complete
003,wear_log,10,,,,,0,2,,,,"2024-06-04 23:52",,,,,,,,,,,,,,,,AA9E45B0-22BC-11EF-BDA7-BF8F75E08B4B,"2024-06-04 23:51:58","2024-06-04 23:52:19",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-04 23:52:20"",    ""utcTime"": ""2024-06-04 21:51:58.347465Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,11,,,,,0,1,,,"2024-06-05 10:10",,,,,,,,,,,,,,,,,1595E2F0-2313-11EF-A294-AF3579CC6D15,"2024-06-05 10:10:34","2024-06-05 10:10:52",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-05 10:10:53"",    ""utcTime"": ""2024-06-05 08:10:34.526966Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,12,,,,,0,0,"2024-06-05 11:12",4,,,,1,,1,,,,,,,,,,,,BF080E00-231B-11EF-893A-77C07EDE10A8,"2024-06-05 11:12:34","2024-06-05 11:13:05",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""29"",    ""syncdate"": ""2024-06-05 11:13:06"",    ""utcTime"": ""2024-06-05 09:12:34.784377Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,13,,,,,0,1,,,"2024-06-05 13:25",,,,,,,,,,,,,,,,,59A15DB0-232E-11EF-A9D0-B96830FA0183,"2024-06-05 13:25:45","2024-06-05 13:25:59",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-05 13:25:59"",    ""utcTime"": ""2024-06-05 11:25:45.099628Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,14,,,,,0,0,"2024-06-05 21:11",2,,,,1,,0,,,,,,,,,,,,6A7B1D10-236F-11EF-BB82-0FA07E032FF0,"2024-06-05 21:11:30","2024-06-05 21:11:55",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""29"",    ""syncdate"": ""2024-06-05 21:11:55"",    ""utcTime"": ""2024-06-05 19:11:30.657108Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,15,,,,,0,1,,,"2024-06-05 21:25",,,,,,,,,,,,,,,,,51D9CE80-2371-11EF-BB82-0FA07E032FF0,"2024-06-05 21:25:08","2024-06-05 21:25:19",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-05 21:25:20"",    ""utcTime"": ""2024-06-05 19:25:08.328738Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,16,,,,,0,2,,,,"2024-06-05 21:32",,,,,,,,,,,,,,,,60289150-2372-11EF-BB82-0FA07E032FF0,"2024-06-05 21:32:41","2024-06-05 21:33:07",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-05 21:33:08"",    ""utcTime"": ""2024-06-05 19:32:41.829150Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,17,,,,,0,1,,,"2024-06-06 08:50",,,,,,,,,,,,,,,,,0CAAEC80-23D1-11EF-8155-5F6BCF87A1F8,"2024-06-06 08:50:23","2024-06-06 08:50:45",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-06 08:50:46"",    ""utcTime"": ""2024-06-06 06:50:23.944304Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,18,,,,,0,0,"2024-06-06 16:18",4,,,,1,,0,,,,,,,,,,,,29DF3CA0-240F-11EF-9CA2-25F6202D8A0C,"2024-06-06 16:15:01","2024-06-06 16:15:52",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""29"",    ""syncdate"": ""2024-06-06 16:15:52"",    ""utcTime"": ""2024-06-06 14:15:01.738461Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
003,wear_log,19,,,,,0,1,,,"2024-06-06 17:09",,,,,,,,,,,,,,,,,B8241E70-2416-11EF-9CA2-25F6202D8A0C,"2024-06-06 17:09:06","2024-06-06 17:09:32",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""F1578ED6-C456-4E8B-81F1-B09E5A3A89D5"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""17.3.1"",    ""percentComplete"": ""15"",    ""syncdate"": ""2024-06-06 17:09:33"",    ""utcTime"": ""2024-06-06 15:09:06.903078Z"",    ""timezone"": ""CEST"",    ""appversion"": ""1.9.8"",    ""configversion"": ""6"",    ""devicemodel"": ""iPhone14,5""  }",result.zip,0
